date,sheet,tsa,location,tsa_counties,pedi_vent_avail,pedi_vents_in_use,adult_vents_avail,adult_vents_in_use,total_vents_avail,total_vents_in_use,pedi_bi_pap_avail,pedi_bi_pap_in_use,adult_bi_pap_avail,adult_bi_pap_in_use,total_bi_pap_avail,total_bi_pap_in_use,total_anesthesia_vents_in_use,total_covid_on_vents,anesthsia_vents_avail
2020-05-20,Vent Availability,TSA-B,Lubbock,Dickens,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Floyd,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Gaines,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Garza,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Hale,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Hockley,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Kent,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,King,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Lamb,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Lubbock,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Lynn,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Motley,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Scurry,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Terry,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-B,Lubbock,Yoakum,7,1,157,39,164,40,1,0,65,20,66,20,0,4,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Archer,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Baylor,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Clay,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Foard,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Hardeman,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Jack,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Montague,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Wichita,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Wilbarger,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-C,Witchita Falls,Young,2,0,49,8,51,8,0,0,10,4,10,4,0,0,26
2020-05-20,Vent Availability,TSA-D,Abilene,Brown,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Callahan,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Coleman,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Comanche,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Eastland,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Fisher,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Haskell,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Jones,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Knox,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Mitchell,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Nolan,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Shackelford,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Stephens,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Stonewall,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Taylor,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-D,Abilene,Throckmorton,9,0,53,8,62,8,0,0,21,1,21,1,0,0,29
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Collin,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Cooke,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Dallas,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Denton,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Ellis,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Erath,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Fannin,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Grayson,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Hood,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Hunt,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Johnson,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Kaufman,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Navarro,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Palo Pinto,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Parker,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Rockwall,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Somervell,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Tarrant,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-E,Dallas/Ft. Worth,Wise,276,112,1044,607,1320,719,63,26,719,337,782,363,132,140,332
2020-05-20,Vent Availability,TSA-F,Paris,Bowie,12,0,84,21,96,21,13,0,53,19,66,19,0,3,38
2020-05-20,Vent Availability,TSA-F,Paris,Cass,12,0,84,21,96,21,13,0,53,19,66,19,0,3,38
2020-05-20,Vent Availability,TSA-F,Paris,Delta,12,0,84,21,96,21,13,0,53,19,66,19,0,3,38
2020-05-20,Vent Availability,TSA-F,Paris,Hopkins,12,0,84,21,96,21,13,0,53,19,66,19,0,3,38
2020-05-20,Vent Availability,TSA-F,Paris,Lamar,12,0,84,21,96,21,13,0,53,19,66,19,0,3,38
2020-05-20,Vent Availability,TSA-F,Paris,Morris,12,0,84,21,96,21,13,0,53,19,66,19,0,3,38
2020-05-20,Vent Availability,TSA-F,Paris,Red River,12,0,84,21,96,21,13,0,53,19,66,19,0,3,38
2020-05-20,Vent Availability,TSA-F,Paris,Titus,12,0,84,21,96,21,13,0,53,19,66,19,0,3,38
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Anderson,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Camp,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Cherokee,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Franklin,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Freestone,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Gregg,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Harrison,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Henderson,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Houston,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Marion,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Panola,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Rains,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Rusk,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Shelby,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Smith,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Trinity,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Upshur,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Van Zandt,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-G,Longview/Tyler,Wood,67,5,153,76,220,81,25,0,135,62,160,62,0,12,25
2020-05-20,Vent Availability,TSA-H,Lufkin,Angelina,27,0,73,20,100,20,0,0,42,15,42,15,0,1,23
2020-05-20,Vent Availability,TSA-H,Lufkin,Nacogdoches,27,0,73,20,100,20,0,0,42,15,42,15,0,1,23
2020-05-20,Vent Availability,TSA-H,Lufkin,Polk,27,0,73,20,100,20,0,0,42,15,42,15,0,1,23
2020-05-20,Vent Availability,TSA-H,Lufkin,Sabine,27,0,73,20,100,20,0,0,42,15,42,15,0,1,23
2020-05-20,Vent Availability,TSA-H,Lufkin,San Augustine,27,0,73,20,100,20,0,0,42,15,42,15,0,1,23
2020-05-20,Vent Availability,TSA-H,Lufkin,San Jacinto,27,0,73,20,100,20,0,0,42,15,42,15,0,1,23
2020-05-20,Vent Availability,TSA-H,Lufkin,Tyler,27,0,73,20,100,20,0,0,42,15,42,15,0,1,23
2020-05-20,Vent Availability,TSA-I,El Paso,Culberson,70,7,196,71,266,78,5,0,100,36,105,36,1,21,46
2020-05-20,Vent Availability,TSA-I,El Paso,El Paso,70,7,196,71,266,78,5,0,100,36,105,36,1,21,46
2020-05-20,Vent Availability,TSA-I,El Paso,Hudspeth,70,7,196,71,266,78,5,0,100,36,105,36,1,21,46
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Andrews,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Brewster,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Crane,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Ector,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Glasscock,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Howard,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Jeff Davis,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Loving,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Martin,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Midland,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Pecos,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Presidio,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Reeves,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Terrell,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Upton,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Ward,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-J,Midland/Odessa,Winkler,38,2,174,16,212,18,17,0,81,14,98,14,0,0,33
2020-05-20,Vent Availability,TSA-K,San Angelo,Coke,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Concho,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Crockett,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Irion,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Kimble,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Mason,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,McCulloch,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Menard,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Reagan,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Runnels,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Schleicher,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Sterling,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Sutton,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-K,San Angelo,Tom Green,4,0,39,0,43,0,0,0,0,0,0,0,0,0,9
2020-05-20,Vent Availability,TSA-L,Belton/Killeen,Bell,33,0,119,41,152,41,5,0,87,7,92,7,0,4,34
2020-05-20,Vent Availability,TSA-L,Belton/Killeen,Coryell,33,0,119,41,152,41,5,0,87,7,92,7,0,4,34
2020-05-20,Vent Availability,TSA-L,Belton/Killeen,Hamilton,33,0,119,41,152,41,5,0,87,7,92,7,0,4,34
2020-05-20,Vent Availability,TSA-L,Belton/Killeen,Lampasas,33,0,119,41,152,41,5,0,87,7,92,7,0,4,34
2020-05-20,Vent Availability,TSA-L,Belton/Killeen,Milam,33,0,119,41,152,41,5,0,87,7,92,7,0,4,34
2020-05-20,Vent Availability,TSA-L,Belton/Killeen,Mills,33,0,119,41,152,41,5,0,87,7,92,7,0,4,34
2020-05-20,Vent Availability,TSA-M,Waco,Bosque,0,0,65,11,65,11,0,0,58,5,58,5,0,1,10
2020-05-20,Vent Availability,TSA-M,Waco,Falls,0,0,65,11,65,11,0,0,58,5,58,5,0,1,10
2020-05-20,Vent Availability,TSA-M,Waco,Hill,0,0,65,11,65,11,0,0,58,5,58,5,0,1,10
2020-05-20,Vent Availability,TSA-M,Waco,Limestone,0,0,65,11,65,11,0,0,58,5,58,5,0,1,10
2020-05-20,Vent Availability,TSA-M,Waco,McLennan,0,0,65,11,65,11,0,0,58,5,58,5,0,1,10
2020-05-20,Vent Availability,TSA-N,Bryan/College Station,Brazos,7,0,46,13,53,13,2,0,28,3,30,3,0,2,28
2020-05-20,Vent Availability,TSA-N,Bryan/College Station,Burleson,7,0,46,13,53,13,2,0,28,3,30,3,0,2,28
2020-05-20,Vent Availability,TSA-N,Bryan/College Station,Grimes,7,0,46,13,53,13,2,0,28,3,30,3,0,2,28
2020-05-20,Vent Availability,TSA-N,Bryan/College Station,Leon,7,0,46,13,53,13,2,0,28,3,30,3,0,2,28
2020-05-20,Vent Availability,TSA-N,Bryan/College Station,Madison,7,0,46,13,53,13,2,0,28,3,30,3,0,2,28
2020-05-20,Vent Availability,TSA-N,Bryan/College Station,Robertson,7,0,46,13,53,13,2,0,28,3,30,3,0,2,28
2020-05-20,Vent Availability,TSA-N,Bryan/College Station,Washington,7,0,46,13,53,13,2,0,28,3,30,3,0,2,28
2020-05-20,Vent Availability,TSA-O,Austin,Bastrop,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,Blanco,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,Burnet,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,Caldwell,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,Fayette,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,Hays,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,Lee,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,Llano,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,San Saba,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,Travis,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-O,Austin,Williamson,96,29,302,115,398,144,14,0,186,45,200,45,13,18,151
2020-05-20,Vent Availability,TSA-P,San Antonio,Atascosa,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Bandera,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Bexar,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Comal,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Dimmit,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Edwards,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Frio,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Gillespie,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Gonzales,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Guadalupe,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Karnes,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Kendall,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Kerr,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Kinney,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,La Salle,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Maverick,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Medina,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Real,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Uvalde,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Val Verde,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Wilson,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-P,San Antonio,Zavala,73,36,815,105,888,141,14,7,314,78,328,85,40,17,183
2020-05-20,Vent Availability,TSA-Q,Houston,Austin,288,75,1120,574,1408,649,113,16,662,336,775,352,163,118,194
2020-05-20,Vent Availability,TSA-Q,Houston,Colorado,288,75,1120,574,1408,649,113,16,662,336,775,352,163,118,194
2020-05-20,Vent Availability,TSA-Q,Houston,Fort Bend,288,75,1120,574,1408,649,113,16,662,336,775,352,163,118,194
2020-05-20,Vent Availability,TSA-Q,Houston,Harris,288,75,1120,574,1408,649,113,16,662,336,775,352,163,118,194
2020-05-20,Vent Availability,TSA-Q,Houston,Matagorda,288,75,1120,574,1408,649,113,16,662,336,775,352,163,118,194
2020-05-20,Vent Availability,TSA-Q,Houston,Montgomery,288,75,1120,574,1408,649,113,16,662,336,775,352,163,118,194
2020-05-20,Vent Availability,TSA-Q,Houston,Walker,288,75,1120,574,1408,649,113,16,662,336,775,352,163,118,194
2020-05-20,Vent Availability,TSA-Q,Houston,Waller,288,75,1120,574,1408,649,113,16,662,336,775,352,163,118,194
2020-05-20,Vent Availability,TSA-Q,Houston,Wharton,288,75,1120,574,1408,649,113,16,662,336,775,352,163,118,194
2020-05-20,Vent Availability,TSA-R,Galveston,Brazoria,49,26,168,86,217,112,26,9,91,61,117,70,39,34,62
2020-05-20,Vent Availability,TSA-R,Galveston,Chambers,49,26,168,86,217,112,26,9,91,61,117,70,39,34,62
2020-05-20,Vent Availability,TSA-R,Galveston,Galveston,49,26,168,86,217,112,26,9,91,61,117,70,39,34,62
2020-05-20,Vent Availability,TSA-R,Galveston,Hardin,49,26,168,86,217,112,26,9,91,61,117,70,39,34,62
2020-05-20,Vent Availability,TSA-R,Galveston,Jasper,49,26,168,86,217,112,26,9,91,61,117,70,39,34,62
2020-05-20,Vent Availability,TSA-R,Galveston,Jefferson,49,26,168,86,217,112,26,9,91,61,117,70,39,34,62
2020-05-20,Vent Availability,TSA-R,Galveston,Liberty,49,26,168,86,217,112,26,9,91,61,117,70,39,34,62
2020-05-20,Vent Availability,TSA-R,Galveston,Newton,49,26,168,86,217,112,26,9,91,61,117,70,39,34,62
2020-05-20,Vent Availability,TSA-R,Galveston,Orange,49,26,168,86,217,112,26,9,91,61,117,70,39,34,62
2020-05-20,Vent Availability,TSA-S,Victoria,Calhoun,3,1,43,10,46,11,0,0,22,5,22,5,0,1,26
2020-05-20,Vent Availability,TSA-S,Victoria,DeWitt,3,1,43,10,46,11,0,0,22,5,22,5,0,1,26
2020-05-20,Vent Availability,TSA-S,Victoria,Goliad,3,1,43,10,46,11,0,0,22,5,22,5,0,1,26
2020-05-20,Vent Availability,TSA-S,Victoria,Jackson,3,1,43,10,46,11,0,0,22,5,22,5,0,1,26
2020-05-20,Vent Availability,TSA-S,Victoria,Lavaca,3,1,43,10,46,11,0,0,22,5,22,5,0,1,26
2020-05-20,Vent Availability,TSA-S,Victoria,Victoria,3,1,43,10,46,11,0,0,22,5,22,5,0,1,26
2020-05-20,Vent Availability,TSA-T,Laredo,Jim Hogg,21,0,56,22,77,22,8,0,30,14,38,14,0,6,6
2020-05-20,Vent Availability,TSA-T,Laredo,Webb,21,0,56,22,77,22,8,0,30,14,38,14,0,6,6
2020-05-20,Vent Availability,TSA-T,Laredo,Zapata,21,0,56,22,77,22,8,0,30,14,38,14,0,6,6
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Aransas,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Bee,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Brooks,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Duval,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Jim Wells,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Kenedy,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Kleberg,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Live Oak,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,McMullen,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Nueces,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,Refugio,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-U,Corpus Christi,San Patricio,52,19,109,31,161,50,5,0,93,45,98,45,0,0,16
2020-05-20,Vent Availability,TSA-V,Lower Rio Grande Valley,Cameron,30,2,208,81,238,83,11,0,131,73,142,73,2,4,48
2020-05-20,Vent Availability,TSA-V,Lower Rio Grande Valley,Hidalgo,30,2,208,81,238,83,11,0,131,73,142,73,2,4,48
2020-05-20,Vent Availability,TSA-V,Lower Rio Grande Valley,Starr,30,2,208,81,238,83,11,0,131,73,142,73,2,4,48
