tsa,location,tsa_counties,adult_icu,general,picu,pedi,psych,neg_iso,available_beds,beds_occupied,total_beds,total_er_visits,hosp_absentee,covid19_er_visits,covid19_admitted_gen_24h,covid19_admitted_icu_24h,suspected_covid19_hosp,covid19_lab_con_gen,covid19_lab_con_icu,total_covid19_lab_con,tsa_label,public_health_region,GEOID,geometry
TSA-A,Amarillo,Armstrong,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48011,"list(list(c(-101.471562, -101.629257, -101.629396, -101.622941, -101.086281, -101.090749, -101.471562, 34.747462, 34.747649, 34.750056, 35.183117, 35.18214, 34.748246, 34.747462)))"
TSA-A,Amarillo,Briscoe,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48045,"list(list(c(-101.041484, -101.47158, -101.471562, -101.090749, -100.944939, -100.946132, -100.966896, -100.966969, -101.041484, 34.312444, 34.31229, 34.747462, 34.748246, 34.748281, 34.312759, 34.312711, 34.31264, 34.312444)))"
TSA-A,Amarillo,Carson,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48065,"list(list(c(-101.085935, -101.086281, -101.622941, -101.622993, -101.6228, -101.622831, -101.086068, -101.085935, 35.619102, 35.18214, 35.183117, 35.184339, 35.620196, 35.624057, 35.625267, 35.619102)))"
TSA-A,Amarillo,Childress,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48075,"list(list(c(-99.99772, -100.417783, -100.415895, -100.000381, -100.000381, -99.997853, -99.997508, -99.99772, 34.311829, 34.313524, 34.747525, 34.746358, 34.560509, 34.561485, 34.558017, 34.311829)))"
TSA-A,Amarillo,Collingsworth,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48087,"list(list(c(-100.000384, -100.000381, -100.000381, -100.415895, -100.540703, -100.540997, -100.538978, -100.000385, -100.000384, 35.030385, 34.746461, 34.746358, 34.747525, 34.747723, 34.750052, 35.183144, 35.182702, 35.030385)))"
TSA-A,Amarillo,Dallam,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48111,"list(list(c(-102.162463, -102.162771, -102.163015, -103.040824, -103.041674, -103.041745, -103.041669, -103.002434, -102.162463, 36.500326, 36.497902, 36.055249, 36.055231, 36.317534, 36.318267, 36.478514, 36.500397, 36.500326)))"
TSA-A,Amarillo,Deaf,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,NA,list()
TSA-A,Amarillo,Smith,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48423,"list(list(c(-94.985272, -95.459908, -95.488733, -95.449165, -95.5943, -95.594541, -95.47297, -95.332164, -95.167523, -95.15341, -94.986935, -94.986406, -94.985411, -94.985272, 32.137989, 32.135559, 32.232486, 32.355233, 32.479858, 32.687026, 32.606426, 32.604252, 32.543957, 32.570115, 32.537246, 32.371322, 32.37082, 32.137989)))"
TSA-A,Amarillo,Donley,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48129,"list(list(c(-100.538978, -100.540997, -100.540703, -100.944939, -101.090749, -101.086281, -100.538978, 35.183144, 34.750052, 34.747723, 34.748281, 34.748246, 35.18214, 35.183144)))"
TSA-A,Amarillo,Gray,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48179,"list(list(c(-101.085935, -100.540158, -100.538978, -101.086281, -101.085935, 35.619102, 35.619296, 35.183144, 35.18214, 35.619102)))"
TSA-A,Amarillo,Hall,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48191,"list(list(c(-100.415895, -100.417783, -100.498193, -100.500398, -100.51734, -100.946132, -100.944939, -100.540703, -100.415895, 34.747525, 34.313524, 34.313527, 34.314074, 34.314102, 34.312759, 34.748281, 34.747723, 34.747525)))"
TSA-A,Amarillo,Hansford,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48195,"list(list(c(-101.085156, -101.085716, -101.085735, -101.623466, -101.623915, -101.085156, 36.499244, 36.057572, 36.055276, 36.055405, 36.499528, 36.499244)))"
TSA-A,Amarillo,Hartley,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48205,"list(list(c(-102.163015, -102.162809, -103.041554, -103.041357, -103.040824, -102.163015, 36.055249, 35.627515, 35.622487, 35.739274, 36.055231, 36.055249)))"
TSA-A,Amarillo,Hemphill,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48211,"list(list(c(-100.540221, -100.000399, -100.000396, -100.000392, -100.540158, -100.540221, 36.056491, 36.055677, 35.880948, 35.619115, 35.619296, 36.056491)))"
TSA-A,Amarillo,Hutchinson,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48233,"list(list(c(-101.086068, -101.622831, -101.623466, -101.085735, -101.086068, 35.625267, 35.624057, 36.055405, 36.055276, 35.625267)))"
TSA-A,Amarillo,Lipscomb,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48295,"list(list(c(-100.546724, -100.546145, -100.531215, -100.531215, -100.530478, -100.530314, -100.522227, -100.441065, -100.441064, -100.433959, -100.421328, -100.421301, -100.413634, -100.41355, -100.378634, -100.378592, -100.351852, -100.351842, -100.334464, -100.334441, -100.32415, -100.311245, -100.311018, -100.310643, -100.181221, -100.090021, -100.003762, -100.000406, -100.000399, -100.540221, -100.546724, 36.056536, 36.499343, 36.499341, 36.49929, 36.49924, 36.499357, 36.499291, 36.49949, 36.499462, 
36.499456, 36.499447, 36.499488, 36.499444, 36.499469, 36.499517, 36.499445, 36.499487, 36.499473, 36.49942, 36.49944, 36.499679, 36.499631, 36.499688, 36.499642, 36.499633, 36.499634, 36.499699, 36.499702, 36.055677, 36.056491, 36.056536)))"
TSA-A,Amarillo,Moore,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48341,"list(list(c(-101.622831, -101.6228, -102.162752, -102.162808, -102.162809, -102.163015, -101.623466, -101.622831, 35.624057, 35.620196, 35.620035, 35.625044, 35.627515, 36.055249, 36.055405, 35.624057)))"
TSA-A,Amarillo,Ochiltree,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48357,"list(list(c(-100.936058, -100.918513, -100.884174, -100.88408, -100.859657, -100.85084, -100.824236, -100.824218, -100.80619, -100.806172, -100.802909, -100.802886, -100.761811, -100.761811, -100.724362, -100.724361, -100.708626, -100.708628, -100.657763, -100.657763, -100.648343, -100.648344, -100.592614, -100.592556, -100.592551, -100.583539, -100.583379, -100.578114, -100.578114, -100.546145, -100.546724, -101.085716, -101.085156, -101.052418, -101.045331, -100.977088, -100.954153, -100.936058, 
36.499602, 36.499621, 36.499682, 36.499682, 36.499687, 36.4997, 36.499618, 36.499618, 36.499674, 36.499634, 36.499621, 36.499621, 36.499618, 36.49958, 36.49958, 36.499558, 36.499553, 36.499521, 36.499483, 36.4995, 36.499495, 36.499463, 36.499469, 36.499469, 36.499429, 36.499483, 36.499443, 36.499463, 36.499439, 36.499343, 36.056536, 36.057572, 36.499244, 36.499563, 36.49954, 36.499595, 36.499599, 36.499602)))"
TSA-A,Amarillo,Oldham,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48359,"list(list(c(-103.042377, -103.042497, -103.041554, -102.162809, -102.162808, -102.162752, -102.167471, -103.042377, 35.183156, 35.211862, 35.622487, 35.627515, 35.625044, 35.620035, 35.183233, 35.183156)))"
TSA-A,Amarillo,Parmer,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48369,"list(list(c(-102.525184, -102.525631, -102.61515, -103.043979, -103.043979, -103.043946, -103.043944, -103.043919, -103.043693, -103.04363, -103.043614, -103.043613, -103.043613, -103.043585, -103.043611, -103.043583, -103.043538, -103.043582, -103.043588, -103.043589, -103.043594, -103.043072, -103.042827, -103.042769, -102.525184, 34.746931, 34.313034, 34.312891, 34.312749, 34.312764, 34.379555, 34.37966, 34.380916, 34.383578, 34.38469, 34.384969, 34.388679, 34.390442, 34.393716, 34.397105, 34.400678, 
34.405463, 34.455657, 34.459662, 34.459774, 34.46266, 34.619782, 34.671188, 34.747361, 34.746931)))"
TSA-A,Amarillo,Potter,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48375,"list(list(c(-101.622941, -102.167471, -102.162752, -101.6228, -101.622993, -101.622941, 35.183117, 35.183233, 35.620035, 35.620196, 35.184339, 35.183117)))"
TSA-A,Amarillo,Randall,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48381,"list(list(c(-102.168839, -102.167471, -101.622941, -101.629396, -101.629257, -101.998493, -102.168839, 34.747417, 35.183233, 35.183117, 34.750056, 34.747649, 34.74819, 34.747417)))"
TSA-A,Amarillo,Roberts,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48393,"list(list(c(-100.540158, -101.085935, -101.086068, -101.085735, -101.085716, -100.546724, -100.540221, -100.540158, 35.619296, 35.619102, 35.625267, 36.055276, 36.057572, 36.056536, 36.056491, 35.619296)))"
TSA-A,Amarillo,Sherman,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48421,"list(list(c(-102.162463, -102.032339, -101.826565, -101.826498, -101.78811, -101.783359, -101.781987, -101.78061, -101.779435, -101.709314, -101.698685, -101.653708, -101.649966, -101.623915, -101.623466, -102.163015, -102.162771, -102.162463, 36.500326, 36.500066, 36.499654, 36.499535, 36.499678, 36.499709, 36.499718, 36.499727, 36.499734, 36.499722, 36.499508, 36.499573, 36.499573, 36.499528, 36.055405, 36.055249, 36.497902, 36.500326)))"
TSA-A,Amarillo,Swisher,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48437,"list(list(c(-101.47158, -101.564856, -101.99802, -101.998493, -101.629257, -101.471562, -101.47158, 34.31229, 34.312493, 34.313039, 34.74819, 34.747649, 34.747462, 34.31229)))"
TSA-A,Amarillo,Wheeler,67,356,14,71,36,28,572,286,858,162,4,25,12,3,47,11,6,17,Panhandle,1,48483,"list(list(c(-100.000385, -100.538978, -100.540158, -100.000392, -100.000389, -100.000385, 35.182702, 35.183144, 35.619296, 35.619115, 35.422364, 35.182702)))"
TSA-B,Lubbock,Bailey,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48017,"list(list(c(-103.043979, -102.61515, -102.615447, -103.047346, -103.046907, -103.045644, -103.045698, -103.044893, -103.04395, -103.043617, -103.043531, -103.043555, -103.043746, -103.043771, -103.043721, -103.043767, -103.043744, -103.043686, -103.043516, -103.043569, -103.043644, -103.043719, -103.043936, -103.043979, 34.312749, 34.312891, 33.825121, 33.824675, 33.8503, 33.901537, 33.906299, 33.945617, 33.974629, 34.003633, 34.018014, 34.032714, 34.037294, 34.041538, 34.04232, 34.043545, 34.049986, 
34.063078, 34.079382, 34.087947, 34.256903, 34.289441, 34.302585, 34.312749)))"
TSA-B,Lubbock,Castro,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48069,"list(list(c(-102.168839, -101.998493, -101.99802, -102.090415, -102.525631, -102.525184, -102.168839, 34.747417, 34.74819, 34.313039, 34.313132, 34.313034, 34.746931, 34.747417)))"
TSA-B,Lubbock,Cochran,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48079,"list(list(c(-103.047346, -102.615447, -102.594836, -103.056655, -103.056655, -103.05261, -103.051664, -103.051363, -103.051535, -103.051087, -103.050532, -103.050148, -103.049096, -103.047346, 33.824675, 33.825121, 33.388489, 33.388416, 33.388438, 33.570599, 33.629489, 33.64195, 33.650487, 33.658186, 33.672408, 33.701971, 33.74627, 33.824675)))"
TSA-B,Lubbock,Crosby,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48107,"list(list(c(-101.56358, -101.041158, -101.038788, -101.556884, -101.56358, 33.830451, 33.833625, 33.397214, 33.39476, 33.830451)))"
TSA-B,Lubbock,Dickens,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48125,"list(list(c(-101.041158, -100.518691, -100.517449, -101.038788, -101.041158, 33.833625, 33.83565, 33.397866, 33.397214, 33.833625)))"
TSA-B,Lubbock,Floyd,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48153,"list(list(c(-101.47158, -101.041484, -101.041158, -101.56358, -101.564856, -101.47158, 34.31229, 34.312444, 33.833625, 33.830451, 34.312493, 34.31229)))"
TSA-B,Lubbock,Garza,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48169,"list(list(c(-101.03866, -101.173378, -101.557434, -101.556884, -101.038788, -101.03866, 32.970225, 32.963597, 32.961025, 33.39476, 33.397214, 32.970225)))"
TSA-B,Lubbock,Hale,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48189,"list(list(c(-101.99802, -101.564856, -101.56358, -102.085733, -102.090415, -101.99802, 34.313039, 34.312493, 33.830451, 33.824675, 34.313132, 34.313039)))"
TSA-B,Lubbock,Hockley,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48219,"list(list(c(-102.075929, -102.594836, -102.615447, -102.085733, -102.075929, 33.389586, 33.388489, 33.825121, 33.824675, 33.389586)))"
TSA-B,Lubbock,King,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48269,"list(list(c(-100.518691, -100.04848, -99.996434, -99.99098, -100.517449, -100.518691, 33.83565, 33.835974, 33.835967, 33.397404, 33.397866, 33.83565)))"
TSA-B,Lubbock,Lamb,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48279,"list(list(c(-102.525631, -102.090415, -102.085733, -102.615447, -102.61515, -102.525631, 34.313034, 34.313132, 33.824675, 33.825121, 34.312891, 34.313034)))"
TSA-B,Lubbock,Lubbock,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48303,"list(list(c(-101.56358, -101.556884, -102.075929, -102.085733, -101.56358, 33.830451, 33.39476, 33.389586, 33.824675, 33.830451)))"
TSA-B,Lubbock,Lynn,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48305,"list(list(c(-101.557434, -101.691284, -102.076214, -102.075929, -101.556884, -101.557434, 32.961025, 32.961838, 32.959702, 33.389586, 33.39476, 32.961025)))"
TSA-B,Lubbock,Motley,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48345,"list(list(c(-101.041158, -101.041484, -100.966969, -100.966896, -100.946132, -100.51734, -100.518691, -101.041158, 33.833625, 34.312444, 34.31264, 34.312711, 34.312759, 34.314102, 33.83565, 33.833625)))"
TSA-B,Lubbock,Terry,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48445,"list(list(c(-102.20852, -102.595023, -102.594836, -102.075929, -102.076214, -102.20852, 32.958956, 32.958831, 33.388489, 33.389586, 32.959702, 32.958956)))"
TSA-B,Lubbock,Yoakum,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,1,48501,"list(list(c(-102.595023, -103.064657, -103.064679, -103.064625, -103.064452, -103.06398, -103.063905, -103.060103, -103.057856, -103.057487, -103.056655, -102.594836, -102.595023, 32.958831, 32.959097, 32.964373, 32.999899, 33.01029, 33.038693, 33.042055, 33.219225, 33.315234, 33.329477, 33.388416, 33.388489, 32.958831)))"
TSA-B,Lubbock,Cottle,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,2|3,48101,"list(list(c(-99.99772, -99.997671, -99.997867, -99.997621, -100.047028, -100.04848, -100.518691, -100.51734, -100.500398, -100.498193, -100.417783, -99.99772, 34.311829, 34.284652, 34.282934, 34.224355, 34.22978, 33.835974, 33.83565, 34.314102, 34.314074, 34.313527, 34.313524, 34.311829)))"
TSA-B,Lubbock,Kent,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,2|3,48263,"list(list(c(-100.65587, -101.03866, -101.038788, -100.517449, -100.519208, -100.65587, 32.963469, 32.970225, 33.397214, 33.397866, 32.962926, 32.963469)))"
TSA-B,Lubbock,Scurry,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,2|3,48415,"list(list(c(-101.03866, -100.65587, -100.660626, -101.174562, -101.173378, -101.03866, 32.970225, 32.963469, 32.525312, 32.527703, 32.963597, 32.970225)))"
TSA-B,Lubbock,Borden,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,9|10,48033,"list(list(c(-101.173378, -101.174562, -101.174571, -101.68874, -101.691284, -101.557434, -101.173378, 32.963597, 32.527703, 32.524112, 32.525222, 32.961838, 32.961025, 32.963597)))"
TSA-B,Lubbock,Dawson,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,9|10,48115,"list(list(c(-102.20852, -102.076214, -101.691284, -101.68874, -102.202703, -102.20852, 32.958956, 32.959702, 32.961838, 32.525222, 32.523271, 32.958956)))"
TSA-B,Lubbock,Gaines,81,355,25,56,18,65,600,736,1336,343,3,10,7,2,49,15,17,32,B,9|10,48165,"list(list(c(-102.20852, -102.202703, -102.211037, -103.064696, -103.064761, -103.064788, -103.064761, -103.064815, -103.064633, -103.064864, -103.064798, -103.064799, -103.064827, -103.064807, -103.064698, -103.064711, -103.064699, -103.064672, -103.064889, -103.064916, -103.064807, -103.064862, -103.064701, -103.064569, -103.064657, -102.595023, -102.20852, 32.958956, 32.523271, 32.523244, 32.522193, 32.587983, 32.600397, 32.601863, 32.624537, 32.64642, 32.682647, 32.690761, 32.708694, 32.726628, 
32.777303, 32.783602, 32.784593, 32.827531, 32.82847, 32.849359, 32.85726, 32.857696, 32.868346, 32.879355, 32.900014, 32.959097, 32.958831, 32.958956)))"
TSA-C,Witchita Falls,Archer,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48009,"list(list(c(-98.953088, -98.742358, -98.423577, -98.423145, -98.421419, -98.420666, -98.953938, -98.953088, 33.834, 33.834552, 33.836047, 33.610163, 33.466797, 33.396195, 33.397534, 33.834)))"
TSA-C,Witchita Falls,Baylor,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48023,"list(list(c(-99.47565, -98.953088, -98.953938, -99.472444, -99.474498, -99.47565, 33.834005, 33.834, 33.397534, 33.399023, 33.733849, 33.834005)))"
TSA-C,Witchita Falls,Clay,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48077,"list(list(c(-98.421419, -98.423145, -98.423577, -98.433769, -98.400494, -98.398441, -98.383222, -98.364023, -98.325445, -98.300209, -98.293901, -98.200075, -98.16912, -98.106261, -98.088203, -98.08526, -98.041117, -98.019485, -97.983521, -97.94573, -97.953395, -97.977859, -97.97781, -97.978919, -98.421419, 33.466797, 33.610163, 33.836047, 34.096116, 34.121778, 34.128456, 34.147806, 34.157109, 34.151025, 34.134579, 34.13302, 34.116783, 34.114171, 34.033696, 34.005481, 34.003259, 33.993456, 33.993804, 
34.001559, 33.989839, 33.936445, 33.889929, 33.889894, 33.467129, 33.466797)))"
TSA-C,Witchita Falls,Foard,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48155,"list(list(c(-99.475294, -99.47565, -99.474498, -99.599863, -99.835143, -99.996434, -100.04848, -100.047028, -99.997621, -99.772043, -99.65301, -99.547509, -99.475294, 34.085618, 33.834005, 33.733849, 33.787634, 33.8358, 33.835967, 33.835974, 34.22978, 34.224355, 34.093286, 34.098971, 34.05598, 34.085618)))"
TSA-C,Witchita Falls,Hardeman,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48197,"list(list(c(-99.99772, -99.997508, -99.997853, -99.954567, -99.94572, -99.923211, -99.884842, -99.874403, -99.872357, -99.864922, -99.846399, -99.793684, -99.767234, -99.69497, -99.663948, -99.616793, -99.58006, -99.574367, -99.515385, -99.499875, -99.474161, -99.475115, -99.475294, -99.547509, -99.65301, -99.772043, -99.997621, -99.997867, -99.997671, -99.99772, 34.311829, 34.558017, 34.561485, 34.578195, 34.579273, 34.574552, 34.546953, 34.537095, 34.532096, 34.523018, 34.505045, 34.453894, 34.430502, 
34.378333, 34.37368, 34.375391, 34.416653, 34.418281, 34.414333, 34.409608, 34.398052, 34.39593, 34.085618, 34.05598, 34.098971, 34.093286, 34.224355, 34.282934, 34.284652, 34.311829)))"
TSA-C,Witchita Falls,Jack,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48237,"list(list(c(-97.978919, -97.978967, -97.918189, -97.921642, -98.056094, -98.426553, -98.420666, -98.421419, -97.978919, 33.467129, 33.433748, 33.433873, 33.001284, 33.003332, 33.007913, 33.396195, 33.466797, 33.467129)))"
TSA-C,Witchita Falls,Montague,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48337,"list(list(c(-97.484071, -97.487065, -97.500154, -97.918189, -97.978967, -97.978919, -97.97781, -97.966706, -97.877387, -97.865765, -97.834333, -97.785317, -97.733723, -97.700477, -97.69311, -97.688023, -97.671772, -97.65621, -97.609091, -97.589598, -97.588828, -97.597115, -97.596289, -97.587441, -97.581041, -97.561054, -97.555002, -97.545526, -97.519171, -97.50096, -97.486505, -97.484071, 33.91568, 33.433681, 33.434057, 33.433873, 33.433748, 33.467129, 33.889894, 33.881949, 33.850236, 33.849393, 
33.857671, 33.890701, 33.936392, 33.972246, 33.983699, 33.986607, 33.99137, 33.989488, 33.968093, 33.953554, 33.951882, 33.917868, 33.913769, 33.902479, 33.900396, 33.898006, 33.897282, 33.900396, 33.913638, 33.919643, 33.916994, 33.91568)))"
TSA-C,Witchita Falls,Wichita,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48485,"list(list(c(-98.423577, -98.742358, -98.953088, -98.952527, -98.920042, -98.858419, -98.76557, -98.700182, -98.665824, -98.652347, -98.637575, -98.610112, -98.599789, -98.577356, -98.553717, -98.504182, -98.475066, -98.433769, -98.423577, 33.836047, 33.834552, 33.834, 34.195621, 34.182908, 34.152732, 34.136376, 34.135995, 34.151617, 34.161029, 34.162284, 34.161039, 34.160571, 34.1491, 34.13366, 34.072371, 34.064269, 34.096116, 33.836047)))"
TSA-C,Witchita Falls,Wilbarger,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48487,"list(list(c(-99.211423, -99.211396, -99.209724, -99.2116, -99.211648, -99.19089, -99.157114, -99.119204, -99.060344, -98.966743, -98.952527, -98.953088, -99.47565, -99.475294, -99.475115, -99.474161, -99.453477, -99.44076, -99.407168, -99.398635, -99.356713, -99.261321, -99.211423, 34.337897, 34.337688, 34.324935, 34.31397, 34.292232, 34.215251, 34.207414, 34.201747, 34.204761, 34.201185, 34.195621, 33.834, 33.834005, 34.085618, 34.39593, 34.398052, 34.388756, 34.374123, 34.372605, 34.375832, 34.442144, 
34.403499, 34.337897)))"
TSA-C,Witchita Falls,Young,23,307,0,10,36,8,384,61,445,50,4,32,2,0,2,2,0,2,North,2|3,48503,"list(list(c(-98.950875, -98.953938, -98.420666, -98.426553, -98.427211, -98.575616, -98.950875, 32.956918, 33.397534, 33.396195, 33.007913, 32.9523, 32.954349, 32.956918)))"
TSA-D,Abilene,Brown,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48049,"list(list(c(-99.118665, -98.924401, -98.668441, -98.760057, -98.779951, -98.991608, -99.090622, -99.202768, -99.195871, -99.147918, -99.12534, -99.118665, 32.079585, 32.078018, 31.700514, 31.687896, 31.610735, 31.484071, 31.460927, 31.467234, 32.079235, 32.079242, 32.079187, 32.079585)))"
TSA-D,Abilene,Callahan,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48059,"list(list(c(-99.195871, -99.631413, -99.629579, -99.612026, -99.114293, -99.118665, -99.12534, -99.147918, -99.195871, 32.079235, 32.081274, 32.514657, 32.514654, 32.514811, 32.079585, 32.079187, 32.079242, 32.079235)))"
TSA-D,Abilene,Coleman,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48083,"list(list(c(-99.721698, -99.713971, -99.631413, -99.195871, -99.202768, -99.314875, -99.402284, -99.513678, -99.60185, -99.721698, 31.576759, 32.082089, 32.081274, 32.079235, 31.467234, 31.409875, 31.446198, 31.425495, 31.49195, 31.576759)))"
TSA-D,Abilene,Comanche,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48093,"list(list(c(-98.463736, -98.492802, -98.668441, -98.924401, -98.660316, -98.551158, -98.327499, -98.251211, -98.208386, -98.156568, -98.463736, 31.683989, 31.723608, 31.700514, 32.078018, 32.204408, 32.261436, 31.941261, 31.980127, 31.917511, 31.841713, 31.683989)))"
TSA-D,Abilene,Eastland,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48133,"list(list(c(-98.924401, -99.118665, -99.114293, -99.09605, -98.576256, -98.573016, -98.495775, -98.475177, -98.475133, -98.551158, -98.660316, -98.924401, 32.078018, 32.079585, 32.514811, 32.514768, 32.515163, 32.515261, 32.513026, 32.513039, 32.298916, 32.261436, 32.204408, 32.078018)))"
TSA-D,Abilene,Fisher,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48151,"list(list(c(-100.146543, -100.379054, -100.660626, -100.65587, -100.519208, -100.144224, -100.146543, 32.522793, 32.523798, 32.525312, 32.963469, 32.962926, 32.959978, 32.522793)))"
TSA-D,Abilene,Haskell,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48207,"list(list(c(-99.472444, -99.471258, -99.612001, -99.988827, -99.99098, -99.472444, 33.399023, 32.957025, 32.956962, 32.960121, 33.397404, 33.399023)))"
TSA-D,Abilene,Jones,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48253,"list(list(c(-99.988827, -99.612001, -99.612026, -99.629579, -99.629639, -100.146543, -100.144224, -99.988827, 32.960121, 32.956962, 32.514654, 32.514657, 32.520713, 32.522793, 32.959978, 32.960121)))"
TSA-D,Abilene,Knox,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48275,"list(list(c(-99.474498, -99.472444, -99.99098, -99.996434, -99.835143, -99.599863, -99.474498, 33.733849, 33.399023, 33.397404, 33.835967, 33.8358, 33.787634, 33.733849)))"
TSA-D,Abilene,Mitchell,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48335,"list(list(c(-100.660626, -100.662215, -100.665353, -100.821594, -101.183997, -101.174571, -101.174562, -100.660626, 32.525312, 32.380297, 32.085407, 32.08661, 32.087208, 32.524112, 32.527703, 32.525312)))"
TSA-D,Abilene,Nolan,22,330,3,47,0,41,443,178,621,168,0,18,9,2,14,4,2,6,Big,2|3,48353,"list(list(c(-100.665353, -100.662215, -100.660626, -100.379054, -100.146543, -100.151911, -100.235137, -100.665353, 32.085407, 32.380297, 32.525312, 32.523798, 32.522793, 32.082638, 32.082372, 32.085407)))"
