county_name,population,03_04,03_05,03_06,03_09,03_10,03_11,03_12,03_13,03_15,03_16,03_17,03_18,03_19,03_20,03_21,03_22,03_23,03_24,03_25,03_26,03_27,03_28,03_29,03_30,03_31,04_01,04_02,04_03,04_04,04_05,04_06,04_07,04_08,04_09,04_10,04_11,04_12,04_13,04_14,04_15,04_16,04_17,04_18,04_19,04_20,04_21,04_22,04_23,04_24,04_25,04_26,04_27,04_28,04_29,04_30,05_01,05_02,05_03,05_04,05_05,05_06,05_07,05_08,05_09,05_10,05_11,05_12,05_13,05_14,05_15,05_16,05_17,05_18,05_19,05_20
Galveston,335006,0,0,0,0,0,0,0,0,1,1,1,2,2,4,6,9,15,18,21,27,40,49,49,70,92,106,118,130,136,222,240,256,272,287,308,341,355,355,377,392,401,421,438,450,455,468,479,491,507,522,539,541,548,554,572,595,614,629,636,648,659,669,672,676,680,685,686,688,691,693,696,701,702,706,715
Garza,6969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
Gillespie,29929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
Glasscock,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Goliad,8518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Gonzales,22345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,8,12,12,14,18,20,21,23,27,30,31,31,31,31,40,53,59,59,62,70,73,75,79,85,86,88
Gray,24928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,9,9,11,12,12,13,13,13,13,13,16,16,17,17,17,20,22,27,32,35,37,37,38,42,47,58,58,58,67,68,71,73,73,73,75,75,76,77,77,88,91,91,93,94,95
Grayson,133647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,6,7,8,11,12,12,12,13,14,15,15,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,22,22,23,24,27,31,34,38,41,49,53,58,60,78,83,89,91,105,112,122,129,140,147,152,165,199
Gregg,136671,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,5,5,6,7,8,13,13,10,20,22,35,37,39,39,39,45,46,48,48,50,51,51,52,53,55,58,58,62,66,69,69,73,80,87,87,87,97,107,109,117,117,118,118,132,136,138,142,170,170,170,173,173
Grimes,30863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,6,5,6,6,7,7,7,7,9,10,10,10,10,10,10,10,13,13,13,15,16,16,19,19,21,22,22,22,25,25,37,42,42,42,42,54,56,63,65,65,65,65,89
Guadalupe,182526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,10,13,15,17,20,23,26,28,28,39,45,46,47,47,49,49,50,50,53,53,53,57,58,60,63,64,64,67,68,69,69,80,80,81,85,85,86,87,88,90,92,92,95,97,99,99,101,106,109,110,110,110,114
Hale,38415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,6,7,7,7,7,9,9,11,11,11,11,11,11,11,11,12,12,15,16,16,19,19,19,19,24,24,25,25,26,29,29,29,31,37,37,37,37,37,39,40,41,42,43,44,44,49,49
Hall,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hamilton,8802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,6,7,7,7,7,7,7,7
Hansford,6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,5,5,6,6,6,7,7,11,11,11,12,12,12,12,13,13,15,15,16,16,16,16,17
Hardeman,4456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardin,62163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,9,9,12,13,14,14,14,26,26,28,41,41,41,47,61,61,61,65,66,67,67,73,73,85,89,91,91,92,92,92,96,99,99,100,103,103,103,112,112,113,113,113,115,115,115,115,116,116,117,117,117,118,121
Harris,4885616,0,0,4,5,5,5,7,7,10,10,10,10,10,24,26,27,27,54,134,185,203,229,445,526,563,680,847,955,1106,1284,1395,1809,2146,2341,3047,3261,3561,3629,3747,3907,4097,4306,4460,4653,4823,4977,5143,5211,5330,5482,5628,5729,5827,5986,6161,6356,6551,6708,6838,6967,7128,7244,7377,7594,7803,7878,8176,8416,8621,8817,9050,9126,9465,9635,9859
Harrison,72253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,5,5,6,8,10,10,12,12,12,16,16,20,34,35,40,42,44,47,58,59,61,69,69,71,86,84,84,102,113,121,140,140,149,160,167,180,180,186,186,189,192,195,200,200,202,202,205,206
Hartley,6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,4,4,4,4,4,5,5,5,5,7,7,7,7,8,8,8,9,9,9,9,9,9,9,11,11
Haskell,6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
Hays,246119,0,0,0,0,0,0,0,0,1,1,1,1,3,4,5,6,6,7,7,9,13,13,13,16,24,38,42,45,47,50,54,59,61,77,79,82,82,82,82,93,109,109,109,109,109,109,140,140,140,148,148,148,155,161,165,165,167,167,168,176,176,176,195,203,203,203,203,214,217,219,219,219,219,219,238
Hemphill,4389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Henderson,84178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,6,8,10,10,10,10,11,12,12,13,13,13,15,19,22,22,22,24,24,24,24,25,25,28,28,28,32,33,34,36,36,41,41,46,47,47,48,48,48,48,49,49
Hidalgo,1005539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,11,18,27,28,38,46,62,79,86,86,99,113,113,139,146,181,188,190,198,217,225,235,242,255,261,268,275,281,290,299,303,308,310,315,324,334,339,340,341,353,353,359,368,377,387,389,394,403,409,417,425,425,440,448,457
Hill,39349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,5,5,5,5,6,6,8,8,8,8,8,8,9,10,10,10,10,11,12,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,19,19,19,19,21,21,22,22,22,22,22,23,23
Hockley,24916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,5,5,7,7,7,7,7,7,7,7,10,10,10,10,12,12,13,14,14,14,15,15,15,15,16,16,16,17,18,19,20,20,20,20,20,20,21,20,20,20,20,20,19,20,20,20,20,20,23,22,23,23,23,23,24,27
Hood,61274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,6,6,6,8,9,9,9,10,10,11,12,13,13,13,15,15,15,15,15,15,15,15,15,15,16,16,16,16,17,18,18,18,20,20,20,19,19,19,19,19,19,19,21,22,22,22,22,22,22,22,23
Hopkins,38504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,11
Houston,25147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,5,5,5,6,7,7,7,8,9,10,10,10,13,13,14,21,71,74,76,76,79,81,81
Howard,37715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Hudspeth,3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunt,101894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,8,8,1,1,1,14,15,15,16,18,18,22,22,25,25,25,26,32,35,38,37,37,38,39,41,44,44,44,47,48,49,49,52,54,54,56,57,57,57,58,58,58,66,66,66,66,68,69
Hutchinson,22540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,3,6,6,7,7,8,8,8,9,10,11,11,13,13,13,14,14,14,16,16,19,20,19,19,20,21,21,22,25,25,25,25,25,28,30,32
Irion,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,9689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Jackson,14356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,8,10,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15
Jasper,37167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,7,7,7,7,6,6,6,6,6,7,10,10,10,10,10,12,12,12,12,16,16,18,18,18,18,18,18,19,19,19,19,19,19,19,23,23,23,23,26,26
Jeff Davis,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,268231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,12,16,18,18,27,31,40,29,51,59,78,78,87,94,100,100,124,134,140,143,157,167,167,180,196,209,224,234,243,266,268,288,298,305,307,318,319,325,333,335,336,353,360,376,381,385,399,396,429,436,436,436,451,458
Jim Hogg,5735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
Jim Wells,44487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,5,5,5,5,5,5,6,7,7,7,7,7,7,8,8,8,8,8
Johnson,186847,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,6,8,8,8,8,12,17,18,21,21,21,24,25,25,27,28,28,28,31,34,37,37,39,39,41,44,47,50,54,57,57,58,62,67,69,69,82,82,83,87,95,97,99,100,100,103,107,110,117,119,123,123,123,136,142
Jones,22286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,4,7,13,13,13,13,37,37,37,62,62,78,78,84,84,87,92,92,95,96,101,110,110,112,112,112,115,117
Karnes,16265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4
Kaufman,149063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,4,5,9,10,10,9,14,16,19,24,26,26,28,32,33,33,38,42,42,44,48,51,58,62,71,71,74,75,83,86,86,87,87,90,96,101,106,111,116,116,120,127,133,137,143,147,147,147,155,165
Kendall,44958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,7,7,7,8,8,9,10,9,9,9,9,10,10,11,11,12,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,17,17,18,18,19,19,19,20,20,20,20,21,21,21,23,24
Kenedy,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerr,57004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,5,5,5,6,5,5,5,5,5,5,5,5,5,6,6,7,9,9,9,9,9,10,10,10,10,10,10,11
Kimble,5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
King,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinney,3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kleberg,35499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,5,5,6,6,6,7,7,7,8,8,9,9,8,8,8,10,10,10,10,10,10,10,10,11,11,11,11,11,13,14,14,14,14,14
Knox,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lamar,53136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,5,5,6,6,6,8,8,8,8,8,8,7,7,7,7,7,7,7,8,7,8,8,8,8,51,51,51,61,67,67,67,69,71,76,77,77,89,89,96,104,105,111,111,116,116,116,122
Lamb,14620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,7,7,8,8,10,10,11,11,11,11,11
Lampasas,23399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,5,6,6,8,8,8,8,8,8,8,8,8,8,8,8
La Salle,8210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4
Lavaca,19830,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8
Lee,19104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,6,6,6,6,6,6,6,7,6
Leon,19495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9
Liberty,90780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,4,5,6,6,6,12,15,15,16,17,19,19,20,23,25,25,29,32,32,33,37,36,37,38,38,38,39,41,42,43,45,45,45,46,47,48,49,62,64,66,70,72,72,72,75,75,75,75,79
Limestone,26085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,3,3,6,6,7,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,12,12,12,13,13,13,13,13,13,13,14,15,15,15,15,15,15,15,15,15,17,17
Lipscomb,3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Live Oak,11854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7
Llano,21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Loving,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock,313938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,11,12,19,23,31,41,51,77,100,108,117,138,151,154,180,191,214,234,249,270,307,317,330,367,401,407,419,430,445,458,470,481,494,497,499,504,507,516,535,543,549,553,560,567,575,582,583,589,592,598,605,607,614,616,619,619,624,630
Lynn,6239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
McCulloch,9040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
McLennan,255521,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,7,20,23,28,33,34,36,36,39,44,48,49,50,51,53,56,62,62,66,68,69,71,72,74,74,76,76,76,76,77,78,81,81,81,81,82,87,87,88,89,91,91,91,91,92,92,94,94,94,94,94,96,96,96,97,97,98,98,98
McMullen,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison,15654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,3,3,3,2,2,4,6,8,8,8,8,8
Marion,11384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,6,6,6,6,6,7,9,9,9,13,14,14,15,15,15,15,15,16,16,15,15,15,15,15,15,15,15,15,15,15
Martin,5606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Mason,4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,15,15,21,24,24,24,26,27,28,28,28,28,28,28,28,28,28,31,31,31,31,31
Matagorda,39696,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,6,9,9,10,12,13,13,25,29,32,33,33,37,37,38,38,38,43,46,47,49,50,50,50,51,51,51,56,55,57,58,59,58,58,60,60,60,60,62,61,61,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63
Maverick,63502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,4,4,4,5,5,7,7,8,9,9,9,10,10,10,12,12,12,12,15,15,14,14,16,16,16,16,16,16,24,24,24,24,26,26,26,26,26,26,26,41,41,52,57,57,74,74,89,93
Medina,56907,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,4,6,7,9,10,12,13,13,13,13,15,15,15,15,15,15,17,17,17,19,19,19,19,19,20,20,20,20,20,20,20,21,22,22,31,32,38,45,47,48,49,50,58,59,60
Menard,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midland,159256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,6,8,11,13,13,16,16,19,22,24,24,27,30,30,31,31,32,32,32,35,37,41,42,42,43,64,65,67,69,70,71,73,74,75,76,79,82,82,89,90,91,94,100,101,101,101,107,112,115,116,120,120,120,122,122
Milam,26786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,7,7,7,7,7,8,8,8,8,9,9,11,12,12,12,13,13,13,13,13,14,14,16,16,16,17,18,18,18,18,18,20,20,20,20,20,22,23,23,24,24,25,26
Mills,5240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Mitchell,10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montague,21462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
