county_name,population,03_04,03_05,03_06,03_09,03_10,03_11,03_12,03_13,03_15,03_16,03_17,03_18,03_19,03_20,03_21,03_22,03_23,03_24,03_25,03_26,03_27,03_28,03_29,03_30,03_31,04_01,04_02,04_03,04_04,04_05,04_06,04_07,04_08,04_09,04_10,04_11,04_12,04_13,04_14,04_15,04_16,04_17,04_18,04_19,04_20,04_21,04_22,04_23,04_24,04_25,04_26,04_27,04_28,04_29,04_30,05_01,05_02,05_03,05_04,05_05,05_06,05_07,05_08,05_09,05_10,05_11,05_12,05_13,05_14,05_15,05_16,05_17,05_18,05_19,05_20,05_21,05_22,05_23,05_24,05_25,05_26,05_27,05_28,05_29,05_30,05_31,06_01,06_02,06_03,06_04,06_05,06_06,06_07,06_08,06_09,06_10,06_11,06_12,06_13,06_14,06_15,06_16,06_17,06_18,06_19,06_20,06_21,06_22,06_23,06_24,06_25,06_26,06_27,06_28,06_29,06_30,07_01,07_02,07_03,07_04,07_05,07_06,07_07,07_08,07_09,07_10,07_11
Gray,24252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,9,9,11,12,12,13,13,13,13,13,16,16,17,17,17,20,22,27,32,35,37,37,38,42,47,58,58,58,67,68,71,73,73,73,75,75,76,77,77,88,91,91,93,94,95,95,95,95,96,96,96,96,96,96,98,98,98,100,100,101,104,104,104,104,105,106,107,111,111,111,111,111,111,112,113,113,113,113,113,113,113,113,114,114,114,114,117,117,119,121,121,121,122,126,126,130,133
Grayson,131710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,6,7,8,11,12,12,12,13,14,15,15,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,22,22,23,24,27,31,34,38,41,49,53,58,60,78,83,89,91,105,112,122,129,140,147,152,165,199,268,275,287,296,300,303,310,316,323,327,333,338,342,350,355,366,372,375,377,384,389,403,408,433,433,438,440,473,481,491,491,514,518,521,537,547,550,558,563,566,572,580,594,617,630,633,633,648,688,695,708,731
Gregg,125730,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,5,5,6,7,8,13,13,10,20,22,35,37,39,39,39,45,46,48,48,50,51,51,52,53,55,58,58,62,66,69,69,73,80,87,87,87,97,107,109,117,117,118,118,132,136,138,142,170,170,170,173,173,180,183,185,185,185,185,197,201,203,213,213,213,236,244,249,250,257,257,257,272,273,274,274,278,278,278,285,296,302,304,305,305,305,310,313,315,331,331,339,339,355,375,389,399,399,417,417,471,652,682,728,762
Grimes,28930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,6,5,6,6,7,7,7,7,9,10,10,10,10,10,10,10,13,13,13,15,16,16,19,19,21,22,22,22,25,25,37,42,42,42,42,54,56,63,65,65,65,65,89,91,94,99,99,100,104,111,113,114,121,215,217,218,226,226,226,237,241,241,245,252,252,270,271,274,274,281,287,291,288,289,301,303,312,312,322,338,341,344,355,513,539,545,551,557,557,558,575,617,638,644,642
Guadalupe,170266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,10,13,15,17,20,23,26,28,28,39,45,46,47,47,49,49,50,50,53,53,53,57,58,60,63,64,64,67,68,69,69,80,80,81,85,85,86,87,88,90,92,92,95,97,99,99,101,106,109,110,110,110,114,116,121,122,122,122,122,124,126,129,132,133,133,133,135,142,145,147,147,147,147,151,154,160,165,171,171,175,184,186,280,311,323,323,417,467,563,581,636,638,638,698,705,737,768,849,849,858,896,901,929,966,1014
Hale,33202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,6,7,7,7,7,9,9,11,11,11,11,11,11,11,11,12,12,15,16,16,19,19,19,19,24,24,25,25,26,29,29,29,31,37,37,37,37,37,39,40,41,42,43,44,44,49,49,50,53,54,55,55,55,56,56,57,57,58,58,58,60,60,60,60,60,61,61,67,67,76,76,85,85,100,110,110,122,135,139,139,176,178,214,235,235,235,235,285,300,369,427,500,500,500,592,592,661,707,763
Hall,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Hamilton,8220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,11,11,11,11,15,18,18,18,18,18,19,19,19,19,19,19,19,20,20,20,20,21,22,22,22,22,26,28,28,32
Hansford,5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,5,5,6,6,6,7,7,11,11,11,12,12,12,12,13,13,15,15,16,16,16,16,17,18,18,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,23,23,23,23,23,23,23,24,24,26,27,28,28,28,28,28,31,31,31,31,31,31,31,31,32,35
Hardeman,3870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
Hardin,56486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,9,9,12,13,14,14,14,26,26,28,41,41,41,47,61,61,61,65,66,67,67,73,73,85,89,91,91,92,92,92,96,99,99,100,103,103,103,112,112,113,113,113,115,115,115,115,116,116,117,117,117,118,121,121,125,136,136,136,136,136,137,138,138,138,138,138,138,142,142,142,142,142,142,144,144,145,146,146,146,147,155,156,167,172,172,172,194,205,211,212,217,217,217,232,254,257,260,260,260,260,275,303,306,369,404
Harris,4978845,0,0,4,5,5,5,7,7,10,10,10,10,10,24,26,27,27,54,134,185,203,229,445,526,563,680,847,955,1106,1284,1395,1809,2146,2341,3047,3261,3561,3629,3747,3907,4097,4306,4460,4653,4823,4977,5143,5211,5330,5482,5628,5729,5827,5986,6161,6356,6551,6708,6838,6967,7128,7244,7377,7594,7803,7878,8176,8416,8621,8817,9050,9126,9465,9635,9859,10095,10283,10526,10770,10921,10995,11281,11542,11770,12009,12220,12276,12664,13027,13268,13603,13940,14423,14586,14918,15238,15552,15864,16188,16568,16778,17282,17707,18157,18552,19739,20874,21053,23047,24421,25786,27017,28255,29163,29276,30729,31422,32859,34108,35316,35913,36597,37776,39311,40012,40919,42000
Harrison,68247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,5,5,6,8,10,10,12,12,12,16,16,20,34,35,40,42,44,47,58,59,61,69,69,71,86,84,84,102,113,121,140,140,149,160,167,180,180,186,186,189,192,195,200,200,202,202,205,206,217,222,223,225,228,228,236,239,239,244,245,245,247,250,255,256,256,256,256,258,259,261,267,268,269,270,269,269,268,268,271,272,274,276,279,281,284,288,288,289,308,314,325,327,332,339,363,383,389,392,398,401
Hartley,6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,4,4,4,4,4,5,5,5,5,7,7,7,7,8,8,8,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,21,22,22,22,26,28,31,36,36,36,36,36,40,45,55,55
Haskell,6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,7,6,6
Hays,234896,0,0,0,0,0,0,0,0,1,1,1,1,3,4,5,6,6,7,7,9,13,13,13,16,24,38,42,45,47,50,54,59,61,77,79,82,82,82,82,93,109,109,109,109,109,109,140,140,140,148,148,148,155,161,165,165,167,167,168,176,176,176,195,203,203,203,203,214,217,219,219,219,219,219,238,250,259,266,270,270,270,279,297,314,329,329,329,353,371,385,385,385,385,385,441,465,492,574,673,673,673,938,1093,1238,1448,1551,1608,1711,1871,2001,2194,2275,2415,2469,2586,2661,2819,2924,3050,3067,3088,3088,3193,3243,3328,3409,3501
Hemphill,4644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,5,6,7,7,7,7,8,10,14,15,15,15,15,17,18,20,20
Henderson,81179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,6,8,10,10,10,10,11,12,12,13,13,13,15,19,22,22,22,24,24,24,24,25,25,28,28,28,32,33,34,36,36,41,41,46,47,47,48,48,48,48,49,49,51,52,55,55,55,55,56,57,57,57,57,57,59,63,65,65,68,68,68,71,71,74,74,80,80,80,82,85,90,94,97,97,97,102,104,109,116,116,117,117,128,137,143,159,159,168,168,196,215,225,230,256
Hidalgo,870366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,11,18,27,28,38,46,62,79,86,86,99,113,113,139,146,181,188,190,198,217,225,235,242,255,261,268,275,281,290,299,303,308,310,315,324,334,339,340,341,353,353,359,368,377,387,389,394,403,409,417,425,425,440,448,457,467,472,482,482,497,504,516,537,537,548,560,575,584,610,634,679,679,701,701,759,804,842,912,967,967,1050,1112,1255,1347,1447,1556,1556,1689,1882,2130,2503,2713,2892,2892,3294,3542,3982,4252,4520,4798,4798,5345,5345,5447,5782,6060,7334
Hill,35673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,5,5,5,5,6,6,8,8,8,8,8,8,9,10,10,10,10,11,12,14,15,15,15,15,15,16,16,16,16,17,17,18,18,18,19,19,19,19,21,21,22,22,22,22,22,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,25,26,27,29,29,30,30,33,34,36,36,36,38,41,46,47,48,48,49,50,50,51,58,58,59,66,66,70,74,75,76,76,82,82,117,130,139,143
Hockley,24636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,5,5,7,7,7,7,7,7,7,7,10,10,10,10,12,12,13,14,14,14,15,15,15,15,16,16,16,17,18,19,20,20,20,20,20,20,21,20,20,20,20,20,19,20,20,20,20,20,23,22,23,23,23,23,24,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,29,29,29,29,29,30,30,33,33,36,36,36,36,38,50,56,60,68,68,68,86,96,96,99,108
Hood,58643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,6,6,6,8,9,9,9,10,10,11,12,13,13,13,15,15,15,15,15,15,15,15,15,15,16,16,16,16,17,18,18,18,20,20,20,19,19,19,19,19,19,19,21,22,22,22,22,22,22,22,23,23,23,23,23,23,26,26,26,27,27,27,27,27,27,27,31,31,31,31,31,31,31,34,35,35,35,35,35,35,35,35,35,35,36,45,45,45,48,48,48,61,67,83,92,120,120,120,138,154,162,169,185
Hopkins,37040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,11,12,15,15,15,17,18,21,24,24,26,26,26,26,27,27,28,29,30,30,39,39,41,41,41,41,41,44,44,44,48,48,50,50,51,51,52,53,54,54,54,56,63,69,70,70,70,70,75,78,77,80,79
Houston,22620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,5,5,5,6,7,7,7,8,9,10,10,10,13,13,14,21,71,74,76,76,79,81,81,81,39,40,40,40,40,40,49,52,53,114,114,114,127,145,151,151,151,151,152,153,153,154,155,156,156,147,148,147,147,148,148,148,153,157,157,159,160,160,160,160,162,165,165,171,171,171,172,174,175,175,176
Howard,41236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,8,8,8,9,9,9,9,9,9,9,15,17,18,18,18,18,18,23,24,24,24,26,26,27,29,32,34,34,34,34,34,40,40,43,42,43,43,43,55,60,64,64,67
Hudspeth,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,11,11,12,13,13,13,13,13,14,14,14,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,17,17
Hunt,95324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,8,8,1,1,1,14,15,15,16,18,18,22,22,25,25,25,26,32,35,38,37,37,38,39,41,44,44,44,47,48,49,49,52,54,54,56,57,57,57,58,58,58,66,66,66,66,68,69,71,71,75,75,75,76,76,76,79,82,88,88,89,91,96,106,114,121,121,121,132,147,162,185,185,185,185,217,223,227,246,258,258,258,319,330,364,364,392,392,392,452,480,505,533,533,533,616,616,637,666,697
Hutchinson,21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,3,6,6,7,7,8,8,8,9,10,11,11,13,13,13,14,14,14,16,16,19,20,19,19,20,21,21,22,25,25,25,25,25,28,30,32,31,28,29,30,30,30,30,34,37,36,36,36,42,42,44,44,44,44,44,44,44,44,45,45,45,45,45,47,47,49,49,49,51,53,54,55,56,57,57,57,62,65,68,68,70,70,70,70,70,71,72,73
Irion,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
Jack,8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,7,7,7,7,7,9,11,11,11,12,12,12,12,12,12,12,12
Jackson,15899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,8,10,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,16,16,17,17,17,17,17,18,18,18,18,18,19,19,19,19,19,19,19,19,19,20,20,20,21,21,21,21,21,24,25,25,25,27,27,36,39,39,40,40,41,47,47,47,53,53,53,68,68,73,79,89
Jasper,35525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,7,7,7,7,6,6,6,6,6,7,10,10,10,10,10,12,12,12,12,16,16,18,18,18,18,18,18,19,19,19,19,19,19,19,23,23,23,23,26,26,26,27,28,28,28,28,28,28,28,29,29,29,29,29,29,29,30,30,30,31,32,32,32,32,32,32,32,33,33,33,35,36,36,39,41,43,43,43,51,51,51,52,52,60,60,61,61,69,69,70,70,70
Jeff Davis,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5
Jefferson,258678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,12,16,18,18,27,31,40,29,51,59,78,78,87,94,100,100,124,134,140,143,157,167,167,180,196,209,224,234,243,266,268,288,298,305,307,318,319,325,333,335,336,353,360,376,381,385,399,396,429,436,436,436,451,458,465,476,478,492,498,503,506,518,524,533,544,550,562,581,585,604,619,627,627,647,1184,1187,1222,1233,1235,1242,1279,1319,1340,1356,1388,1393,1393,1447,1486,1520,1539,1621,1631,1638,1787,1875,1947,2240,2727,2727,2727,2959,3094,3235,3438,3532
Jim Hogg,5077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,8,9,9,9,9,10,12,13,13,14,15,15,16,16,19,20,22,24,25,27,32,32
Jim Wells,42890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,5,5,5,5,5,5,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,13,13,13,13,15,15,17,17,18,18,18,19,21,21,22,27,34,46,50,56,66,81,105,124,142,147,166,176,185,189,208,218,230,242,260,261
Johnson,171701,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,6,8,8,8,8,12,17,18,21,21,21,24,25,25,27,28,28,28,31,34,37,37,39,39,41,44,47,50,54,57,57,58,62,67,69,69,82,82,83,87,95,97,99,100,100,103,107,110,117,119,123,123,123,136,142,144,148,148,148,148,155,158,165,171,175,175,175,176,176,178,189,190,190,190,209,214,220,229,232,232,232,232,244,249,254,254,254,254,267,314,314,314,372,372,372,436,448,478,526,553,553,553,553,737,782,769,788
Jones,19735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,4,7,13,13,13,13,37,37,37,62,62,78,78,84,84,87,92,92,95,96,101,110,110,112,112,112,115,117,134,135,135,135,135,101,101,323,354,401,401,401,606,637,636,637,637,637,637,636,636,633,632,631,631,631,630,615,614,610,650,650,650,604,604,604,604,607,607,607,611,613,610,610,610,610,610,609,611,607,604,604
Karnes,15393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,14,14,14,14,15,17,19,21,21,21,29,48,51,52,53,53,53,58,60,62,66,80
Kaufman,125134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,4,5,9,10,10,9,14,16,19,24,26,26,28,32,33,33,38,42,42,44,48,51,58,62,71,71,74,75,83,86,86,87,87,90,96,101,106,111,116,116,120,127,133,137,143,147,147,147,155,165,173,182,182,182,182,198,199,203,217,223,223,223,227,230,240,260,269,269,269,275,308,316,325,330,330,330,339,343,349,360,360,360,360,374,490,490,490,518,518,518,586,627,676,724,758,758,758,828,874,927,952,971
Kendall,46278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,7,7,7,8,8,9,10,9,9,9,9,10,10,11,11,12,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,17,17,18,18,19,19,19,20,20,20,20,21,21,21,23,24,24,24,24,24,24,24,28,28,28,29,29,29,30,31,31,32,33,33,33,33,35,35,35,35,36,36,36,36,36,44,44,44,44,47,56,58,58,61,61,61,66,67,68,70,90,90,89,95,95,95,97,101
Kenedy,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Kent,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerr,52267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,5,5,5,6,5,5,5,5,5,5,5,5,5,6,6,7,9,9,9,9,9,10,10,10,10,10,10,11,11,12,13,16,16,16,17,17,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,32,33,33,33,43,50,66,70,72,72,72,77,90,94,109,111,111,110,115,115,129,134,143
Kimble,4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,5,5,5,6,6,6,6,10,9,9,9,9
King,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinney,3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
Kleberg,30987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,5,5,6,6,6,7,7,7,8,8,9,9,8,8,8,10,10,10,10,10,10,10,10,11,11,11,11,11,13,14,14,14,14,14,14,15,15,15,15,16,16,16,16,16,16,16,17,17,17,18,18,18,18,20,20,20,20,20,20,20,20,20,23,24,25,27,29,32,32,33,35,42,52,59,66,71,77,79,87,87,97,105,106,111,145,159
Knox,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,5,5,6,6
Lamar,50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,5,5,6,6,6,8,8,8,8,8,8,7,7,7,7,7,7,7,8,7,8,8,8,8,51,51,51,61,67,67,67,69,71,76,77,77,89,89,96,104,105,111,111,116,116,116,122,126,126,128,133,134,134,134,136,138,138,145,145,145,151,152,154,155,154,154,156,158,160,163,163,165,165,174,180,180,199,199,205,205,227,230,238,244,244,265,265,283,296,296,316,316,325,332,332,347,354,377,392
